facilityid,facilityname,reportperiod,vocs,unitsofvocs,tsp,unitsoftsp,sox,unitsofsox,nox,unitsofnox,status,toluene,unitsoftoluene,xylene,unitsofxylene,benzene,unitsofbenzene,ethylbenzene,unitsofethylbenzene,styrene,unitsofstyrene,methylenechloride,unitsofmethylenechloride,11dichloroethane,unitsof11dichloroethane,12dichloroethane,unitsof12dichloroethane,chloroform,unitsofchloroform,111trichloroethane,unitsof111trichloroethane,carbontetrachloride,unitsofcarbontetrachloride,trichloroethylene,unitsoftrichloroethylene,tetrachloroethylene,unitsoftetrachloroethylene,heavymetal,unitsofheavymetal,dioxin,unitsofdioxin
U9102196,有澤有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9102070,山水商務旅店,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.005,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9102025,悅遠企業有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9101724,洄瀾客棧股份有限公司,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9101662,耀翊企業(股)公司-大使大飯店,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9101206,雲朗觀光股份有限公司花蓮分公司,2022年第1季,0,公噸,0.001,公噸,0.002,公噸,0.025,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9106658,善有建設股份有限公司東之岸商務旅館,2022年第1季,0,公噸,0.003,公噸,0,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9102927,東台開發股份有限公司,2022年第1季,0.021,公噸,0.636,公噸,0.079,公噸,0.08,公噸,完成核算,0,公噸,0,公噸,0.001,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A5237,宗泰食品股份有限公司,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.006,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A0094,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院及老人照顧社區,2022年第1季,0,公噸,0.022,公噸,0.034,公噸,0.157,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9604382,立川農場股份有限公司,2022年第1季,0,公噸,0.009,公噸,0.034,公噸,0.119,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9604328,木村屠宰場,2022年第1季,0,公噸,0.003,公噸,0.01,公噸,0.036,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9604097,台灣鑛資工業股份有限公司溪口工廠,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9604079,衛生福利部玉里醫院溪口精神護理之家,2022年第1季,0,公噸,0.007,公噸,0,公噸,0.02,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9601327,友砂預拌廠股份有限公司,2022年第1季,0,公噸,10.348,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9601121,遠雄悅來大飯店股份有限公司,2022年第1季,0,公噸,0.032,公噸,0.001,公噸,0.091,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9601032,鳳勝實業股份有限公司壽豐廠,2022年第1季,0,公噸,6.826,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9600124,台鼎水泥製品股份有限公司,2022年第1季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9600106,新發礦業有限公司,2022年第1季,0,公噸,0.07,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A6413,尚呆粿粽,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4190,統一超食代股份有限公司花蓮廠,2022年第1季,0,公噸,0.033,公噸,0.036,公噸,0.458,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A5811,御景酒業企業社,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A0272,宏裕企業社,2022年第1季,0,公噸,2.138,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A5128,龍興製麵店,2022年第1季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A5118,澄品旅店有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4794,桑樂實業有限公司,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.002,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4754,大昌豆腐店,2022年第1季,0,公噸,0.01,公噸,0,公噸,0.03,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4734,台雄飯店,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.002,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4308,帝堡汽車旅館,2022年第1季,0,公噸,0.003,公噸,0,公噸,0.008,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4289,華洲食品行,2022年第1季,0,公噸,0.001,公噸,0.002,公噸,0.028,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4279,瑞皇食品股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4249,花蓮縣吉安鄉太昌國民小學,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4239,花蓮縣吉安鄉宜昌國民小學,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.002,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U92A0569,隆耀砂石有限公司,2022年第1季,0,公噸,4.522,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A6136,宏泰豆腐店,2022年第1季,0,公噸,0.001,公噸,0.002,公噸,0.008,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9903139,台亞預拌混凝土廠股份有限公司瑞穗廠,2022年第1季,0,公噸,0.123,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500660,興東興業股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500580,新光洗衣部,2022年第1季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500553,順成洗衣部,2022年第1季,0.04,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500393,美好洗衣店,2022年第1季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500348,華利洗衣店,2022年第1季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500277,東光洗衣店,2022年第1季,0.03,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
V7500222,快潔自助洗衣店,2022年第1季,0.02,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U99A0475,陸輝瀝青股份有限公司瑞穗堆置場,2022年第1季,0,公噸,0.401,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U99A0405,瑞雄溫泉旅館,2022年第1季,0,公噸,0.004,公噸,0,公噸,0.011,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U99A0396,虎爺溫泉休閒事業有限公司,2022年第1季,0,公噸,0.003,公噸,0,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U99A0207,瑞穗天合國際觀光酒店股份有限公司,2022年第1季,0.001,公噸,0.201,公噸,0.004,公噸,0.574,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A0123,爵曜企業有限公司,2022年第1季,0,公噸,4.158,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9903193,陸紀實業有限公司(烏漏廠),2022年第1季,0,公噸,0.086,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A0133,味萬田食品股份有限公司,2022年第1季,0,公噸,0.006,公噸,0,公噸,0.016,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9900496,貫天下預拌混凝土有限公司,2022年第1季,0,公噸,0.002,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U97A0287,花蓮縣立光復國民中學,2022年第1季,0,公噸,0,公噸,0,公噸,0.006,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U97A0198,東泰旅社,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U97A0178,法務部矯正署自強外役監獄,2022年第1季,0,公噸,0.014,公噸,0,公噸,0.039,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U97A0049,鈺峻興業有限公司,2022年第1季,0,公噸,0.946,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9700245,立順瀝青有限公司,2022年第1季,0.138,公噸,2.054,公噸,0.595,公噸,0.485,公噸,完成核算,0.003,公噸,0,公噸,0.006,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9700218,政旺企業股份有限公司,2022年第1季,0,公噸,0.97,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9700058,日豐窯業股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A1290,陸輝瀝青股份有限公司壽豐堆置場,2022年第1季,0,公噸,0.167,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U96A0995,六億豆干店,2022年第1季,0,公噸,0.005,公噸,0.019,公噸,0.067,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A3776,統茂大飯店股份有限公司-花蓮統茂渡假莊園,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9903255,弘華砂石股份有限公司,2022年第1季,0,公噸,3.59,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9304341,衛生福利部玉里醫院-院本部,2022年第1季,0,公噸,0.007,公噸,0,公噸,0.019,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U95A4209,北極熊洗衣股份有限公司,2022年第1季,0,公噸,0.077,公噸,0.175,公噸,0.573,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U94A1230,花蓮縣新城鄉新城國民小學,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U94A0272,協力志業股份有限公司,2022年第1季,0,公噸,0.022,公噸,0,公噸,0.061,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U94A0262,花蓮區石材資源化處理股份有限公司北埔場,2022年第1季,0,公噸,0.242,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U94A0133,光隆企業股份有限公司海灣深層水廠,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.005,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9403545,東潤水資源生技股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9403438,空軍第五戰術混合聯隊,2022年第1季,0,公噸,0.003,公噸,0.007,公噸,0.084,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9400508,台灣中油股份有限公司油品行銷事業部東區營業處花蓮供油服務中心(北埔庫區),2022年第1季,16.531,公噸,0,公噸,0,公噸,0,公噸,完成核算,1.079,公噸,1.231,公噸,0.075,公噸,0.234,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9400393,樂城大飯店,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.005,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9400213,財團法人大漢技術學院,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.005,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9400115,亞洲水泥股份有限公司花蓮製造廠,2022年第1季,0.001,公噸,207.942,公噸,120.508,公噸,1008.048,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.039,公噸,0.052,"g I-TEQ"
U94A1260,易仕寶企業有限公司花蓮分公司,2022年第1季,0,公噸,0,公噸,0.001,公噸,0.01,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9304369,臺北榮民總醫院玉里分院-長良園區,2022年第1季,0,公噸,0.003,公噸,0,公噸,0.009,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U94A1626,立順瀝青有限公司新城堆置場,2022年第1季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303620,龍嬴建設有限公司玉里預拌廠,2022年第1季,0,公噸,0.1,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303531,福大混凝土股份有限公司,2022年第1季,0,公噸,0.417,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303504,磊信股份有限公司(禹東堆置場),2022年第1季,0,公噸,1.261,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303479,磊信股份有限公司(禹東廠),2022年第1季,0,公噸,1.874,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303371,展信實業有限公司,2022年第1季,0,公噸,0.113,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303317,格全食品工業股份有限公司花蓮分公司,2022年第1季,0,公噸,0.017,公噸,0.046,公噸,0.174,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303255,慶豐陞砂石行,2022年第1季,0,公噸,1.335,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303219,磊信股份有限公司,2022年第1季,0,公噸,0.031,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9303157,大元行,2022年第1季,0,公噸,0.983,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U9300754,陸輝瀝青股份有限公司玉里瀝青混凝土拌合廠,2022年第1季,0.263,公噸,2.463,公噸,0.371,公噸,0.459,公噸,完成核算,0.005,公噸,0,公噸,0.011,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
